"","Condition","Subject","ICS","typUS","typCS","pdset","pdval","pd.rt","prerating","postrating","vm.resp","vm.rt","vm.correct","im.correct","im.rt","pdtrain.correct"
"242","Exclusion","111","HM03","pos","neutral","Memory","pleasant",6224,-10,20,"pleasant",1738,"TRUE","FALSE",4858,1
"243","Exclusion","111","HM06","pos","neutral","Attitude","pleasant",7348,-10,-15,"dont know",5450,NA,"FALSE",8947,1
"244","Exclusion","111","HM08","neg","neutral","Attitude","unpleasant",11257,10,10,"unpleasant",3211,"TRUE","FALSE",16086,1
"245","Exclusion","111","HM10","neg","neutral","Memory","unpleasant",3381,-10,-10,"unpleasant",1532,"TRUE","FALSE",10984,1
"246","Exclusion","111","HM15","neg","neutral","Attitude","unpleasant",8801,-10,30,"dont know",3379,NA,"FALSE",6496,1
"247","Exclusion","111","HM16","neg","neutral","Memory","pleasant",2367,10,10,"dont know",7793,NA,"FALSE",11423,1
"248","Exclusion","111","HM18","neg","neutral","Memory","unpleasant",5073,10,20,"unpleasant",2399,"TRUE","FALSE",11715,1
"249","Exclusion","111","HM19","pos","pos","Attitude","unpleasant",4023,60,40,"dont know",1939,NA,"FALSE",4289,1
"250","Exclusion","111","HM20","neg","neutral","Attitude","unpleasant",15133,-10,10,"unpleasant",4170,"TRUE","TRUE",12228,1
"251","Exclusion","111","HM22","neg","neg","Attitude","pleasant",3419,-40,-40,"unpleasant",1178,"TRUE","FALSE",13434,1
"252","Exclusion","111","HM23","neg","neutral","Attitude","pleasant",20365,-10,20,"unpleasant",2205,"TRUE","FALSE",7144,1
"253","Exclusion","111","HM24","pos","neutral","Attitude","unpleasant",14426,-5,10,"pleasant",3853,"TRUE","FALSE",9597,1
"254","Exclusion","111","HM32","neg","neutral","Attitude","unpleasant",7022,-10,30,"unpleasant",5866,"TRUE","TRUE",17930,1
"255","Exclusion","111","HM33","pos","neutral","Attitude","unpleasant",11412,10,20,"pleasant",4798,"TRUE","FALSE",13854,1
"256","Exclusion","111","HM34","neg","neg","Attitude","pleasant",2556,-40,-10,"unpleasant",2187,"TRUE","TRUE",4022,1
"257","Exclusion","111","HM35","neg","neg","Attitude","pleasant",4056,-40,-20,"unpleasant",1316,"TRUE","TRUE",5285,1
"258","Exclusion","111","HM37","neg","neg","Attitude","pleasant",5552,-40,-30,"unpleasant",1386,"TRUE","TRUE",2627,1
"259","Exclusion","111","HM38","pos","neutral","Attitude","pleasant",8154,10,15,"pleasant",4590,"TRUE","FALSE",8329,1
"260","Exclusion","111","HM40","pos","neutral","Attitude","unpleasant",9169,10,30,"pleasant",3128,"TRUE","TRUE",9143,1
"261","Exclusion","111","HM43","neg","neg","Attitude","pleasant",3994,-40,-40,"unpleasant",2405,"TRUE","FALSE",5422,1
"262","Exclusion","111","HM45","neg","neg","Attitude","pleasant",12400,-30,-30,"unpleasant",1329,"TRUE","FALSE",4633,1
"263","Exclusion","111","HM52","neg","neg","Attitude","pleasant",17282,-40,-20,"unpleasant",2048,"TRUE","FALSE",6331,1
"264","Exclusion","111","HW09","pos","neutral","Memory","unpleasant",3881,10,-10,"pleasant",7923,"TRUE","FALSE",21464,1
"265","Exclusion","111","HW13","pos","neutral","Memory","pleasant",2517,10,50,"pleasant",1316,"TRUE","TRUE",2902,1
"266","Exclusion","111","HW15","pos","pos","Attitude","unpleasant",7711,60,50,"dont know",1776,NA,"FALSE",5888,1
"267","Exclusion","111","HW19","neg","neutral","Memory","unpleasant",4040,10,10,"pleasant",1750,"FALSE","FALSE",8375,1
"268","Exclusion","111","HW23","pos","pos","Attitude","unpleasant",8316,75,45,"pleasant",1564,"TRUE","FALSE",5626,1
"269","Exclusion","111","HW30","pos","neutral","Attitude","unpleasant",5822,10,10,"unpleasant",4632,"FALSE","TRUE",7087,1
"270","Exclusion","111","HW31","pos","pos","Attitude","unpleasant",5293,65,40,"pleasant",7954,"TRUE","FALSE",10426,1
"271","Exclusion","111","HW34","pos","pos","Attitude","unpleasant",2572,60,30,"pleasant",1953,"TRUE","FALSE",4157,1
"272","Exclusion","111","HW42","pos","neutral","Attitude","pleasant",2469,10,-10,"pleasant",2021,"TRUE","FALSE",12731,1
"273","Exclusion","111","HW43","neg","neutral","Memory","unpleasant",9421,-10,-10,"unpleasant",5483,"TRUE","TRUE",10898,1
"274","Exclusion","111","HW45","pos","neutral","Attitude","unpleasant",3579,10,40,"dont know",3914,NA,"FALSE",9306,1
"275","Exclusion","111","HW53","pos","pos","Attitude","unpleasant",3831,70,40,"pleasant",1927,"TRUE","FALSE",6570,1
"276","Exclusion","111","HW54","pos","pos","Attitude","unpleasant",2849,70,50,"pleasant",1361,"TRUE","TRUE",4854,1
"277","Exclusion","111","HW55","neg","neutral","Attitude","pleasant",5998,10,20,"unpleasant",2456,"TRUE","FALSE",5477,1
"278","Exclusion","111","HW56","pos","neutral","Memory","pleasant",6277,-10,30,"pleasant",1396,"TRUE","TRUE",2531,1
"279","Exclusion","111","HW59","neg","neg","Attitude","pleasant",1454,-40,-30,"unpleasant",2545,"TRUE","FALSE",4754,1
"280","Exclusion","111","HW60","pos","pos","Attitude","unpleasant",4849,60,50,"dont know",3407,NA,"TRUE",14339,1
"281","Exclusion","117","HM02","neg","neg","Attitude","pleasant",1118,-44,-46,"unpleasant",566,"TRUE","TRUE",3915,0.75
"282","Exclusion","117","HM03","pos","neutral","Memory","unpleasant",7190,-14,-27,"unpleasant",2500,"FALSE","FALSE",297,0.75
"283","Exclusion","117","HM05","pos","pos","Attitude","unpleasant",1933,61,60,"pleasant",680,"TRUE","FALSE",6005,0.75
"284","Exclusion","117","HM06","neg","neg","Attitude","pleasant",1670,-52,-47,"unpleasant",819,"TRUE","FALSE",2584,0.75
"285","Exclusion","117","HM08","neg","neutral","Memory","unpleasant",3368,10,-28,"unpleasant",2085,"TRUE","TRUE",8879,0.75
"286","Exclusion","117","HM10","neg","neg","Attitude","pleasant",1501,-44,-40,"unpleasant",527,"TRUE","FALSE",2009,0.75
"287","Exclusion","117","HM11","pos","neutral","Memory","pleasant",3623,-11,-18,"pleasant",1223,"TRUE","FALSE",8230,0.75
"288","Exclusion","117","HM15","pos","neutral","Memory","pleasant",2355,12,29,"pleasant",604,"TRUE","TRUE",10790,0.75
"289","Exclusion","117","HM16","pos","neutral","Memory","pleasant",1231,-11,43,"pleasant",1038,"TRUE","FALSE",7320,0.75
"290","Exclusion","117","HM21","pos","neutral","Attitude","pleasant",3048,-11,-20,"dont know",1173,NA,"TRUE",15217,0.75
"291","Exclusion","117","HM22","neg","neg","Attitude","pleasant",1917,-57,-59,"unpleasant",3578,"TRUE","TRUE",4509,0.75
"292","Exclusion","117","HM24","neg","neutral","Attitude","pleasant",2448,-8,-36,"unpleasant",2795,"TRUE","TRUE",7937,0.75
"293","Exclusion","117","HM25","neg","neutral","Attitude","pleasant",2220,11,9,"dont know",1437,NA,"FALSE",8447,0.75
"294","Exclusion","117","HM27","neg","neutral","Attitude","unpleasant",8451,12,17,"dont know",374,NA,"TRUE",2536,0.75
"295","Exclusion","117","HM28","pos","neutral","Attitude","unpleasant",13225,11,27,"pleasant",1528,"TRUE","TRUE",3625,0.75
"296","Exclusion","117","HM29","neg","neutral","Memory","unpleasant",3726,-15,-56,"unpleasant",570,"TRUE","FALSE",9977,0.75
"297","Exclusion","117","HM32","neg","neutral","Attitude","unpleasant",22063,9,-24,"unpleasant",4712,"TRUE","FALSE",6767,0.75
"298","Exclusion","117","HM37","neg","neg","Attitude","pleasant",1315,-55,-51,"unpleasant",605,"TRUE","TRUE",3117,0.75
"299","Exclusion","117","HM42","pos","pos","Attitude","unpleasant",1553,55,46,"dont know",6291,NA,"FALSE",4784,0.75
"300","Exclusion","117","HM45","neg","neg","Attitude","pleasant",2673,-55,-50,"unpleasant",752,"TRUE","FALSE",5182,0.75
"301","Exclusion","117","HM49","neg","neg","Attitude","pleasant",1848,-47,-41,"unpleasant",801,"TRUE","TRUE",2813,0.75
"302","Exclusion","117","HM54","pos","neutral","Memory","pleasant",1522,-14,49,"pleasant",862,"TRUE","TRUE",10362,0.75
"303","Exclusion","117","HM59","pos","pos","Attitude","unpleasant",2745,54,42,"dont know",587,NA,"FALSE",5114,0.75
"304","Exclusion","117","HW02","pos","pos","Attitude","unpleasant",3075,58,55,"pleasant",2515,"TRUE","TRUE",5453,0.75
"305","Exclusion","117","HW04","pos","pos","Attitude","unpleasant",1975,54,53,"pleasant",629,"TRUE","FALSE",8558,0.75
"306","Exclusion","117","HW08","neg","neutral","Memory","unpleasant",1680,-11,-32,"unpleasant",1572,"TRUE","TRUE",5531,0.75
"307","Exclusion","117","HW09","neg","neutral","Memory","unpleasant",1582,15,-38,"unpleasant",1102,"TRUE","FALSE",3966,0.75
"308","Exclusion","117","HW12","pos","neutral","Memory","pleasant",1108,14,74,"pleasant",558,"TRUE","FALSE",2041,0.75
"309","Exclusion","117","HW16","neg","neutral","Memory","unpleasant",830,13,-43,"unpleasant",635,"TRUE","TRUE",8311,0.75
"310","Exclusion","117","HW17","pos","neutral","Memory","pleasant",861,11,51,"pleasant",1130,"TRUE","FALSE",8861,0.75
"311","Exclusion","117","HW37","neg","neutral","Memory","unpleasant",1915,11,-45,"unpleasant",1070,"TRUE","FALSE",5561,0.75
"312","Exclusion","117","HW38","pos","neutral","Memory","pleasant",1542,11,59,"pleasant",990,"TRUE","TRUE",11987,0.75
"313","Exclusion","117","HW39","pos","neutral","Memory","pleasant",726,8,28,"pleasant",1247,"TRUE","TRUE",7414,0.75
"314","Exclusion","117","HW40","neg","neutral","Attitude","unpleasant",3216,13,25,"dont know",1810,NA,"FALSE",6420,0.75
"315","Exclusion","117","HW41","pos","pos","Attitude","unpleasant",2238,54,28,"dont know",320,NA,"FALSE",4384,0.75
"316","Exclusion","117","HW42","pos","neutral","Memory","pleasant",1322,-11,38,"pleasant",747,"TRUE","TRUE",6464,0.75
"317","Exclusion","117","HW53","pos","pos","Attitude","unpleasant",1930,57,55,"pleasant",3100,"TRUE","TRUE",5575,0.75
"318","Exclusion","117","HW58","neg","neutral","Attitude","pleasant",4235,-12,-17,"dont know",2843,NA,"TRUE",6800,0.75
"319","Exclusion","117","HW59","neg","neg","Attitude","pleasant",3845,-50,-44,"unpleasant",1417,"TRUE","TRUE",4833,0.75
"320","Exclusion","117","HW60","pos","pos","Attitude","unpleasant",5487,54,21,"dont know",1103,NA,"FALSE",2358,0.75
"321","Exclusion","118","HM02","neg","neutral","Attitude","unpleasant",10740,0,35,"pleasant",4103,"FALSE","TRUE",3994,1
"322","Exclusion","118","HM04","pos","neutral","Memory","pleasant",3218,-10,-20,"dont know",14930,NA,"FALSE",4844,1
"323","Exclusion","118","HM06","neg","neg","Attitude","pleasant",9732,-35,-35,"unpleasant",4126,"TRUE","TRUE",4613,1
"324","Exclusion","118","HM07","neg","neg","Attitude","pleasant",4314,-20,-10,"unpleasant",3929,"TRUE","FALSE",3847,1
"325","Exclusion","118","HM08","pos","neutral","Attitude","unpleasant",4436,15,50,"dont know",2751,NA,"FALSE",2552,1
"326","Exclusion","118","HM10","pos","neutral","Memory","pleasant",8245,10,20,"pleasant",3525,"TRUE","FALSE",9790,1
"327","Exclusion","118","HM11","neg","neg","Memory","pleasant",4174,-20,-20,"dont know",2262,NA,"FALSE",5688,1
"328","Exclusion","118","HM13","neg","neutral","Memory","unpleasant",2132,0,0,"unpleasant",1005,"TRUE","FALSE",2930,1
"329","Exclusion","118","HM14","pos","neutral","Attitude","unpleasant",4437,0,50,"dont know",3866,NA,"TRUE",5962,1
"330","Exclusion","118","HM18","pos","neutral","Attitude","unpleasant",5014,15,50,"pleasant",3823,"TRUE","FALSE",11258,1
"331","Exclusion","118","HM19","neg","neg","Attitude","pleasant",15106,-25,-10,"unpleasant",3886,"TRUE","FALSE",7171,1
"332","Exclusion","118","HM20","neg","neutral","Memory","unpleasant",4455,-10,40,"unpleasant",1586,"TRUE","TRUE",6542,1
"333","Exclusion","118","HM22","neg","neutral","Attitude","pleasant",8945,0,-15,"dont know",4239,NA,"FALSE",2913,1
"334","Exclusion","118","HM23","pos","neutral","Memory","pleasant",2625,0,-10,"unpleasant",2075,"FALSE","FALSE",6924,1
"335","Exclusion","118","HM27","pos","pos","Attitude","unpleasant",4430,100,81,"dont know",2679,NA,"TRUE",8691,1
"336","Exclusion","118","HM34","pos","neutral","Attitude","pleasant",6309,0,-5,"unpleasant",4202,"FALSE","FALSE",5071,1
"337","Exclusion","118","HM35","neg","neutral","Memory","unpleasant",3040,-10,0,"unpleasant",1596,"TRUE","TRUE",3814,1
"338","Exclusion","118","HM37","neg","neutral","Memory","unpleasant",4457,0,25,"unpleasant",1296,"TRUE","TRUE",8515,1
"339","Exclusion","118","HM43","neg","neutral","Memory","pleasant",3620,0,35,"dont know",2796,NA,"TRUE",2451,1
"340","Exclusion","118","HM45","neg","neutral","Memory","unpleasant",7074,-10,-10,"unpleasant",3472,"TRUE","FALSE",2084,1
"341","Exclusion","118","HM49","neg","neg","Attitude","pleasant",6285,-20,-10,"dont know",7000,NA,"TRUE",4316,1
"342","Exclusion","118","HM55","pos","neutral","Memory","unpleasant",5128,10,60,"pleasant",2363,"TRUE","FALSE",3238,1
"343","Exclusion","118","HM57","pos","neutral","Memory","pleasant",8724,10,35,"pleasant",2258,"TRUE","TRUE",2717,1
"344","Exclusion","118","HM60","neg","neutral","Memory","pleasant",10232,-10,35,"dont know",5128,NA,"TRUE",5951,1
"345","Exclusion","118","HW03","pos","pos","Attitude","unpleasant",4081,100,100,"pleasant",1460,"TRUE","TRUE",9419,1
"346","Exclusion","118","HW04","pos","pos","Attitude","unpleasant",2589,100,100,"dont know",2630,NA,"TRUE",3306,1
"347","Exclusion","118","HW05","pos","pos","Attitude","unpleasant",3363,100,50,"dont know",4818,NA,"FALSE",4486,1
"348","Exclusion","118","HW08","neg","neg","Attitude","unpleasant",7637,-20,5,"dont know",2807,NA,"TRUE",8072,1
"349","Exclusion","118","HW12","neg","neutral","Attitude","unpleasant",4429,0,45,"unpleasant",1136,"TRUE","FALSE",4039,1
"350","Exclusion","118","HW24","pos","neutral","Memory","pleasant",3157,0,30,"pleasant",1445,"TRUE","TRUE",3281,1
"351","Exclusion","118","HW27","neg","neutral","Attitude","unpleasant",7272,0,20,"unpleasant",2270,"TRUE","FALSE",2571,1
"352","Exclusion","118","HW29","pos","pos","Attitude","unpleasant",3014,100,90,"pleasant",3222,"TRUE","TRUE",11300,1
"353","Exclusion","118","HW32","pos","pos","Attitude","unpleasant",3062,100,100,"dont know",1731,NA,"FALSE",2965,1
"354","Exclusion","118","HW33","neg","neutral","Memory","unpleasant",2562,10,30,"unpleasant",925,"TRUE","TRUE",5100,1
"355","Exclusion","118","HW35","neg","neg","Attitude","pleasant",2834,-61,-35,"dont know",3040,NA,"TRUE",3440,1
"356","Exclusion","118","HW48","pos","pos","Attitude","unpleasant",4839,100,85,"dont know",5492,NA,"FALSE",2885,1
"357","Exclusion","118","HW51","pos","neutral","Memory","unpleasant",7980,0,40,"dont know",3772,NA,"TRUE",3630,1
"358","Exclusion","118","HW52","pos","neutral","Memory","pleasant",4843,-10,20,"dont know",4158,NA,"FALSE",11654,1
"359","Exclusion","118","HW59","neg","neg","Attitude","pleasant",13248,-20,-20,"unpleasant",2990,"TRUE","TRUE",4625,1
"360","Exclusion","118","HW60","pos","pos","Attitude","unpleasant",2526,100,85,"pleasant",2320,"TRUE","TRUE",7817,1
"401","Exclusion","120","HM02","pos","neutral","Memory","pleasant",1654,-4,9,"pleasant",1818,"TRUE","FALSE",8618,0.875
"402","Exclusion","120","HM04","neg","neutral","Memory","pleasant",1301,-3,7,"pleasant",486,"FALSE","TRUE",2327,0.875
"403","Exclusion","120","HM06","neg","neg","Attitude","pleasant",5088,-12,-2,"pleasant",693,"FALSE","TRUE",1999,0.875
"404","Exclusion","120","HM07","pos","neutral","Memory","unpleasant",2145,-6,7,"unpleasant",545,"FALSE","TRUE",12304,0.875
"405","Exclusion","120","HM11","pos","neutral","Memory","pleasant",2138,-3,11,"pleasant",536,"TRUE","FALSE",530,0.875
"406","Exclusion","120","HM14","pos","neutral","Memory","pleasant",1225,0,7,"pleasant",534,"TRUE","FALSE",15739,0.875
"407","Exclusion","120","HM15","pos","neutral","Memory","pleasant",1725,6,7,"pleasant",887,"TRUE","FALSE",6134,0.875
"408","Exclusion","120","HM16","pos","neutral","Memory","pleasant",1600,-1,6,"pleasant",351,"TRUE","TRUE",4663,0.875
"409","Exclusion","120","HM18","pos","neutral","Memory","pleasant",1347,-5,4,"pleasant",855,"TRUE","FALSE",8166,0.875
"410","Exclusion","120","HM19","neg","neutral","Memory","pleasant",1264,5,9,"unpleasant",7848,"TRUE","TRUE",1929,0.875
"411","Exclusion","120","HM20","neg","neutral","Memory","unpleasant",2874,-4,8,"pleasant",586,"FALSE","FALSE",6489,0.875
"412","Exclusion","120","HM24","neg","neutral","Attitude","unpleasant",5450,1,9,"pleasant",649,"FALSE","FALSE",6265,0.875
"413","Exclusion","120","HM26","pos","neutral","Memory","unpleasant",1423,1,7,"unpleasant",741,"FALSE","FALSE",6215,0.875
"414","Exclusion","120","HM29","neg","neutral","Memory","pleasant",4589,3,6,"pleasant",314,"FALSE","TRUE",8196,0.875
"415","Exclusion","120","HM33","neg","neutral","Memory","pleasant",2632,4,4,"unpleasant",912,"TRUE","FALSE",5090,0.875
"416","Exclusion","120","HM35","pos","neutral","Memory","pleasant",2590,4,5,"pleasant",701,"TRUE","FALSE",6234,0.875
"417","Exclusion","120","HM37","neg","neutral","Memory","unpleasant",1401,-5,5,"unpleasant",1016,"TRUE","TRUE",7666,0.875
"418","Exclusion","120","HM43","neg","neutral","Memory","unpleasant",1122,0,4,"unpleasant",538,"TRUE","TRUE",1934,0.875
"419","Exclusion","120","HM47","pos","neutral","Memory","pleasant",2663,6,7,"pleasant",555,"TRUE","FALSE",11353,0.875
